x_index,x_name,x_id,x_type,x_source
389,Hydrocephalus,238,effect/phenotype,HPO
390,Hyperesthesia,100963,effect/phenotype,HPO
391,Hyperthyroidism,836,effect/phenotype,HPO
392,Hypothyroidism,821,effect/phenotype,HPO
393,Nephrolithiasis,787,effect/phenotype,HPO
394,Abnormality of the kidney,77,effect/phenotype,HPO
395,Nephropathy,112,effect/phenotype,HPO
396,Lymphedema,1004,effect/phenotype,HPO
397,Lymphocytosis,100827,effect/phenotype,HPO
398,Non-Hodgkin lymphoma,12539,effect/phenotype,HPO
399,Lymphoma,2665,effect/phenotype,HPO
400,Abnormality of movement,100022,effect/phenotype,HPO
401,Myopathy,3198,effect/phenotype,HPO
402,Inflammatory myopathy,9071,effect/phenotype,HPO
403,Myositis,100614,effect/phenotype,HPO
404,Azoospermia,27,effect/phenotype,HPO
405,Oliguria,100520,effect/phenotype,HPO
406,Optic neuritis,100653,effect/phenotype,HPO
407,Oral bleeding,40184,effect/phenotype,HPO
408,Avascular necrosis,10885,effect/phenotype,HPO
409,Abnormality of the ovary,137,effect/phenotype,HPO
410,Polymenorrhea,400007,effect/phenotype,HPO
411,Emphysema,2097,effect/phenotype,HPO
412,Pulmonary fibrosis,2206,effect/phenotype,HPO
413,Hyperacusis,10780,effect/phenotype,HPO
414,Sinusitis,246,effect/phenotype,HPO
415,Recurrent aphthous stomatitis,11107,effect/phenotype,HPO
416,Stridor,10307,effect/phenotype,HPO
417,First degree atrioventricular block,11705,effect/phenotype,HPO
418,Photophobia,613,effect/phenotype,HPO
419,Oral ulcer,155,effect/phenotype,HPO
420,Prolonged bleeding time,3010,effect/phenotype,HPO
421,Muscle hemorrhage,40242,effect/phenotype,HPO
422,Bone pain,2653,effect/phenotype,HPO
423,Clitoral hypertrophy,8665,effect/phenotype,HPO
424,Menometrorrhagia,400008,effect/phenotype,HPO
425,Mandibular pain,200025,effect/phenotype,HPO
426,Maculopapular exanthema,40186,effect/phenotype,HPO
427,Toe walking,40083,effect/phenotype,HPO
428,Lymphadenopathy,2716,effect/phenotype,HPO
429,Female sexual dysfunction,30014,effect/phenotype,HPO
430,Dyspareunia,30016,effect/phenotype,HPO
431,Respiratory failure,2878,effect/phenotype,HPO
432,Abnormality of coagulation,1928,effect/phenotype,HPO
433,Abnormality of the coagulation cascade,3256,effect/phenotype,HPO
434,Limb pain,9763,effect/phenotype,HPO
435,Sinus bradycardia,1688,effect/phenotype,HPO
436,Supraventricular arrhythmia,5115,effect/phenotype,HPO
437,Auditory hallucinations,8765,effect/phenotype,HPO
438,Visual hallucinations,2367,effect/phenotype,HPO
439,T-wave inversion,10872,effect/phenotype,HPO
440,Trismus,211,effect/phenotype,HPO
441,Fulminant hepatic failure,4448,effect/phenotype,HPO
442,Acute hepatic failure,6554,effect/phenotype,HPO
443,Hyperammonemia,1987,effect/phenotype,HPO
444,Bradykinesia,2067,effect/phenotype,HPO
445,Carious teeth,670,effect/phenotype,HPO
446,Hypernatremia,3228,effect/phenotype,HPO
447,Keratitis,491,effect/phenotype,HPO
448,Ketosis,1946,effect/phenotype,HPO
449,Hypotonia,1252,effect/phenotype,HPO
450,Respiratory tract infection,11947,effect/phenotype,HPO
451,Encephalopathy,1298,effect/phenotype,HPO
452,Joint stiffness,1387,effect/phenotype,HPO
453,Hyperbilirubinemia,2904,effect/phenotype,HPO
454,Primary adrenal insufficiency,8207,effect/phenotype,HPO
455,Cheyne-Stokes respiration,12196,effect/phenotype,HPO
456,Hypogonadism,135,effect/phenotype,HPO
457,Abnormal lung morphology,2088,effect/phenotype,HPO
458,Azotemia,2157,effect/phenotype,HPO
459,Urethral stenosis,8661,effect/phenotype,HPO
460,ST segment depression,12250,effect/phenotype,HPO
461,Reduced blood folate concentration,100507,effect/phenotype,HPO
462,Low levels of vitamin K,11892,effect/phenotype,HPO
463,Vitreous floaters,100832,effect/phenotype,HPO
464,Hypertensive crisis,100735,effect/phenotype,HPO
465,Crackles,30830,effect/phenotype,HPO
466,Scaling skin,40189,effect/phenotype,HPO
467,Ophthalmoplegia,602,effect/phenotype,HPO
468,Oculomotor nerve palsy,12246,effect/phenotype,HPO
469,Abnormal pulmonary Interstitial morphology,6530,effect/phenotype,HPO
470,Facial paralysis,7209,effect/phenotype,HPO
471,Facial palsy,10628,effect/phenotype,HPO
472,Chronic active hepatitis,200120,effect/phenotype,HPO
473,Hepatocellular carcinoma,1402,effect/phenotype,HPO
474,Neoplasm of the liver,2896,effect/phenotype,HPO
475,Brain neoplasm,30692,effect/phenotype,HPO
476,Abnormality of the cardiovascular system,1626,effect/phenotype,HPO
477,Gastroesophageal reflux,2020,effect/phenotype,HPO
478,Seasonal allergy,12395,effect/phenotype,HPO
479,Subdural hemorrhage,100309,effect/phenotype,HPO
480,Myocarditis,12819,effect/phenotype,HPO
481,Restless legs,12452,effect/phenotype,HPO
482,Sinus tachycardia,11703,effect/phenotype,HPO
483,Prolonged QRS complex,6677,effect/phenotype,HPO
484,ST segment elevation,12251,effect/phenotype,HPO
485,Increased LDL cholesterol concentration,3141,effect/phenotype,HPO
486,Decreased HDL cholesterol concentration,3233,effect/phenotype,HPO
487,Neutropenia,1875,effect/phenotype,HPO
488,Albinism,1022,effect/phenotype,HPO
489,Ascites,1541,effect/phenotype,HPO
490,Athetosis,2305,effect/phenotype,HPO
491,Bipolar affective disorder,7302,effect/phenotype,HPO
492,Blepharospasm,643,effect/phenotype,HPO
493,Flexion contracture,1371,effect/phenotype,HPO
494,Atrial septal defect,1631,effect/phenotype,HPO
495,Left bundle branch block,11713,effect/phenotype,HPO
496,Myotonia,2486,effect/phenotype,HPO
497,Oligomenorrhea,876,effect/phenotype,HPO
498,Neoplasm of the pancreas,2894,effect/phenotype,HPO
499,Tension-type headache,12228,effect/phenotype,HPO
500,Tetany,1281,effect/phenotype,HPO
501,Onychomycosis,12203,effect/phenotype,HPO
502,Recurrent tonsillitis,11110,effect/phenotype,HPO
503,Keratoconjunctivitis sicca,1097,effect/phenotype,HPO
504,Photopsia,30786,effect/phenotype,HPO
505,Joint swelling,1386,effect/phenotype,HPO
506,Palpebral edema,100540,effect/phenotype,HPO
507,Abnormal posturing,2533,effect/phenotype,HPO
508,Emotional blunting,30213,effect/phenotype,HPO
509,Retarded ejaculation,12878,effect/phenotype,HPO
510,Reduced visual acuity,7663,effect/phenotype,HPO
511,Chronic otitis media,389,effect/phenotype,HPO
512,Anejaculation,12879,effect/phenotype,HPO
513,Facial tics,11468,effect/phenotype,HPO
514,Risus sardonicus,40212,effect/phenotype,HPO
515,Retrograde ejaculation,12877,effect/phenotype,HPO
516,Stillbirth,3826,effect/phenotype,HPO
517,Head titubation,2599,effect/phenotype,HPO
518,Vascular dilatation,2617,effect/phenotype,HPO
519,Neoplasm of the skin,8069,effect/phenotype,HPO
520,Halitosis,100812,effect/phenotype,HPO
521,Chronic pulmonary obstruction,6510,effect/phenotype,HPO
522,Abnormality of the nail,1597,effect/phenotype,HPO
523,Peritonitis,2586,effect/phenotype,HPO
524,Sick sinus syndrome,11704,effect/phenotype,HPO
525,Varicose veins,2619,effect/phenotype,HPO
526,Sudden cardiac death,1645,effect/phenotype,HPO
527,Abnormal vertebral morphology,3468,effect/phenotype,HPO
528,Abnormal breath sound,30829,effect/phenotype,HPO
529,Colon cancer,3003,effect/phenotype,HPO
530,Colorectal polyposis,200063,effect/phenotype,HPO
531,Metabolic acidosis,1942,effect/phenotype,HPO
532,Gingival overgrowth,212,effect/phenotype,HPO
533,Agoraphobia,756,effect/phenotype,HPO
534,Pressure ulcer,12399,effect/phenotype,HPO
535,Type II diabetes mellitus,5978,effect/phenotype,HPO
536,Joint dislocation,1373,effect/phenotype,HPO
537,Flank pain,30157,effect/phenotype,HPO
538,Tongue pain,30811,effect/phenotype,HPO
539,Heart murmur,30148,effect/phenotype,HPO
540,Hyperparathyroidism,843,effect/phenotype,HPO
541,Kyphosis,2808,effect/phenotype,HPO
542,Mouth neoplasm,12290,effect/phenotype,HPO
543,Neoplasm of the oral cavity,100649,effect/phenotype,HPO
544,Obsessive-compulsive behavior,722,effect/phenotype,HPO
545,Osteopenia,938,effect/phenotype,HPO
546,Parotitis,11850,effect/phenotype,HPO
547,Rhonchi,30831,effect/phenotype,HPO
548,Facial erythema,1041,effect/phenotype,HPO
549,Sciatica,11868,effect/phenotype,HPO
550,Third degree atrioventricular block,1709,effect/phenotype,HPO
551,Impaired glucose tolerance,40270,effect/phenotype,HPO
552,Enlarged tonsils,30812,effect/phenotype,HPO
553,Neuroma,30430,effect/phenotype,HPO
554,Difficulty walking,2355,effect/phenotype,HPO
555,Hypersexuality,30214,effect/phenotype,HPO
556,Chapped lip,40181,effect/phenotype,HPO
557,Prolonged PR interval,12248,effect/phenotype,HPO
558,Abasia,12651,effect/phenotype,HPO
559,Ischemic stroke,2140,effect/phenotype,HPO
560,Exostoses,100777,effect/phenotype,HPO
561,Respiratory alkalosis,1950,effect/phenotype,HPO
562,Oral leukoplakia,2745,effect/phenotype,HPO
563,Hyperchloremia,11423,effect/phenotype,HPO
564,Hypochloremia,3113,effect/phenotype,HPO
565,Monocytosis,12311,effect/phenotype,HPO
566,Hypocholesterolemia,3146,effect/phenotype,HPO
567,Hypomagnesemia,2917,effect/phenotype,HPO
568,Gastrointestinal obstruction,4796,effect/phenotype,HPO
569,Oromandibular dystonia,12048,effect/phenotype,HPO
570,Pharyngeal edema,11855,effect/phenotype,HPO
0,interleukin-1 binding,19966,molecular_function,GO
1,endopeptidase inhibitor activity,4866,molecular_function,GO
2,enzyme binding,19899,molecular_function,GO
3,tumor necrosis factor binding,43120,molecular_function,GO
4,protease binding,2020,molecular_function,GO
5,growth factor binding,19838,molecular_function,GO
6,interleukin-8 binding,19959,molecular_function,GO
7,serine-type endopeptidase inhibitor activity,4867,molecular_function,GO
8,signaling receptor binding,5102,molecular_function,GO
9,calcium-dependent protein binding,48306,molecular_function,GO
10,protein binding,5515,molecular_function,GO
11,DNA binding,3677,molecular_function,GO
12,catalytic activity,3824,molecular_function,GO
13,hydrolase activity,16787,molecular_function,GO
14,serine hydrolase activity,17171,molecular_function,GO
15,heparin binding,8201,molecular_function,GO
16,zinc ion binding,8270,molecular_function,GO
17,ATP binding,5524,molecular_function,GO
18,identical protein binding,42802,molecular_function,GO
19,metal ion binding,46872,molecular_function,GO
20,cholesterol transfer activity,120020,molecular_function,GO
21,phosphatidylserine floppase activity,90556,molecular_function,GO
22,ATPase-coupled transmembrane transporter activity,42626,molecular_function,GO
23,phosphatidylcholine floppase activity,90554,molecular_function,GO
24,protein transmembrane transporter activity,8320,molecular_function,GO
25,apolipoprotein A-I binding,34186,molecular_function,GO
26,high-density lipoprotein particle binding,8035,molecular_function,GO
27,phospholipid transporter activity,5548,molecular_function,GO
28,apolipoprotein A-I receptor activity,34188,molecular_function,GO
29,phosphatidylcholine binding,31210,molecular_function,GO
30,lipid transporter activity,5319,molecular_function,GO
31,ATPase binding,51117,molecular_function,GO
32,apolipoprotein binding,34185,molecular_function,GO
33,floppase activity,140328,molecular_function,GO
34,small GTPase binding,31267,molecular_function,GO
35,ATPase,16887,molecular_function,GO
36,protein homodimerization activity,42803,molecular_function,GO
37,RNA binding,3723,molecular_function,GO
38,transmembrane receptor protein tyrosine kinase activity,4714,molecular_function,GO
39,actin monomer binding,3785,molecular_function,GO
40,manganese ion binding,30145,molecular_function,GO
41,phosphotyrosine residue binding,1784,molecular_function,GO
42,kinase activity,16301,molecular_function,GO
43,protein tyrosine kinase activity,4713,molecular_function,GO
44,protein C-terminus binding,8022,molecular_function,GO
45,SH3 domain binding,17124,molecular_function,GO
46,mitogen-activated protein kinase binding,51019,molecular_function,GO
47,transcription coactivator activity,3713,molecular_function,GO
48,actin filament binding,51015,molecular_function,GO
49,magnesium ion binding,287,molecular_function,GO
50,sequence-specific double-stranded DNA binding,1990837,molecular_function,GO
51,protein kinase activity,4672,molecular_function,GO
52,primary amine oxidase activity,8131,molecular_function,GO
53,protein-containing complex binding,44877,molecular_function,GO
54,copper ion binding,5507,molecular_function,GO
55,calcium ion binding,5509,molecular_function,GO
56,flavin adenine dinucleotide binding,50660,molecular_function,GO
57,cholinesterase activity,4104,molecular_function,GO
58,acetylcholine binding,42166,molecular_function,GO
59,acetylcholinesterase activity,3990,molecular_function,GO
60,laminin binding,43236,molecular_function,GO
61,protein self-association,43621,molecular_function,GO
62,amyloid-beta binding,1540,molecular_function,GO
63,collagen binding,5518,molecular_function,GO
64,serine-type endopeptidase activity,4252,molecular_function,GO
65,mannose binding,5537,molecular_function,GO
66,serine-type peptidase activity,8236,molecular_function,GO
67,iron ion binding,5506,molecular_function,GO
68,FAD binding,71949,molecular_function,GO
69,PDZ domain binding,30165,molecular_function,GO
70,fatty acid binding,5504,molecular_function,GO
71,ferrous iron binding,8198,molecular_function,GO
72,ferric iron binding,8199,molecular_function,GO
73,structural constituent of cytoskeleton,5200,molecular_function,GO
74,ADP binding,43531,molecular_function,GO
75,protein kinase binding,19901,molecular_function,GO
76,tau protein binding,48156,molecular_function,GO
77,nitric-oxide synthase binding,50998,molecular_function,GO
78,ubiquitin protein ligase binding,31625,molecular_function,GO
79,actin binding,3779,molecular_function,GO
80,integrin binding,5178,molecular_function,GO
81,RNA polymerase II transcription regulatory region sequence-specific DNA binding,977,molecular_function,GO
82,ion channel binding,44325,molecular_function,GO
83,chromatin binding,3682,molecular_function,GO
84,titin binding,31432,molecular_function,GO
85,protein domain specific binding,19904,molecular_function,GO
86,"phosphatidylinositol-4,5-bisphosphate binding",5546,molecular_function,GO
87,protein tyrosine kinase binding,1990782,molecular_function,GO
88,protein serine/threonine kinase activity,4674,molecular_function,GO
89,cadherin binding,45296,molecular_function,GO
90,coreceptor activity,15026,molecular_function,GO
91,metallopeptidase activity,8237,molecular_function,GO
92,metalloendopeptidase activity,4222,molecular_function,GO
93,cell adhesion molecule binding,50839,molecular_function,GO
94,endopeptidase activity,4175,molecular_function,GO
95,metalloendopeptidase activity involved in amyloid precursor protein catabolic process,1902945,molecular_function,GO
96,mRNA binding,3729,molecular_function,GO
97,calmodulin binding,5516,molecular_function,GO
98,adenylate cyclase binding,8179,molecular_function,GO
99,scaffold protein binding,97110,molecular_function,GO
100,protein phosphatase 2A binding,51721,molecular_function,GO
101,protein dimerization activity,46983,molecular_function,GO
102,protein heterodimerization activity,46982,molecular_function,GO
103,neuropeptide hormone activity,5184,molecular_function,GO
104,peptide hormone receptor binding,51428,molecular_function,GO
105,signaling receptor activity,38023,molecular_function,GO
106,neuropeptide binding,42923,molecular_function,GO
107,transcription factor binding,8134,molecular_function,GO
108,NAD binding,51287,molecular_function,GO
109,electron transfer activity,9055,molecular_function,GO
110,hormone activity,5179,molecular_function,GO
111,heat shock protein binding,31072,molecular_function,GO
112,G protein-coupled receptor binding,1664,molecular_function,GO
113,type 5 metabotropic glutamate receptor binding,31802,molecular_function,GO
114,alpha-actinin binding,51393,molecular_function,GO
115,estrogen receptor binding,30331,molecular_function,GO
116,G protein-coupled receptor activity,4930,molecular_function,GO
117,GTP binding,5525,molecular_function,GO
118,low-density lipoprotein particle receptor binding,50750,molecular_function,GO
119,lipid binding,8289,molecular_function,GO
120,disordered domain specific binding,97718,molecular_function,GO
121,clathrin binding,30276,molecular_function,GO
122,"DNA-binding transcription repressor activity, RNA polymerase II-specific",1227,molecular_function,GO
123,DNA-binding transcription factor binding,140297,molecular_function,GO
124,peptidase activity,8233,molecular_function,GO
125,carbohydrate binding,30246,molecular_function,GO
126,transmembrane signaling receptor activity,4888,molecular_function,GO
127,phospholipid binding,5543,molecular_function,GO
128,growth factor activity,8083,molecular_function,GO
129,structural molecule activity,5198,molecular_function,GO
130,bradykinin receptor binding,31711,molecular_function,GO
131,Hsp90 protein binding,51879,molecular_function,GO
132,E-box binding,70888,molecular_function,GO
133,nuclear receptor activity,4879,molecular_function,GO
134,TBP-class protein binding,17025,molecular_function,GO
135,transcription coactivator binding,1223,molecular_function,GO
136,transcription cis-regulatory region binding,976,molecular_function,GO
137,DNA-binding transcription factor activity,3700,molecular_function,GO
138,"DNA-binding transcription factor activity, RNA polymerase II-specific",981,molecular_function,GO
139,cysteine-type endopeptidase inhibitor activity,4869,molecular_function,GO
140,nitric-oxide synthase regulator activity,30235,molecular_function,GO
141,protein serine kinase activity,106310,molecular_function,GO
142,protein threonine kinase activity,106311,molecular_function,GO
143,chaperone binding,51087,molecular_function,GO
144,antioxidant activity,16209,molecular_function,GO
145,toxic substance binding,15643,molecular_function,GO
146,oxygen binding,19825,molecular_function,GO
147,tubulin binding,15631,molecular_function,GO
148,enzyme activator activity,8047,molecular_function,GO
149,arachidonic acid binding,50544,molecular_function,GO
150,heme binding,20037,molecular_function,GO
151,calcium channel inhibitor activity,19855,molecular_function,GO
152,protein-macromolecule adaptor activity,30674,molecular_function,GO
153,ubiquitin binding,43130,molecular_function,GO
154,ubiquitin-ubiquitin ligase activity,34450,molecular_function,GO
155,ubiquitin-protein transferase activity,4842,molecular_function,GO
156,ubiquitin-specific protease binding,1990381,molecular_function,GO
157,BAT3 complex binding,1904288,molecular_function,GO
158,ubiquitin protein ligase activity,61630,molecular_function,GO
159,RNA polymerase binding,70063,molecular_function,GO
160,aspartic-type endopeptidase inhibitor activity,19828,molecular_function,GO
161,chloride ion binding,31404,molecular_function,GO
162,peptide binding,42277,molecular_function,GO
163,protein phosphatase binding,19903,molecular_function,GO
164,phosphorylation-dependent protein binding,140031,molecular_function,GO
165,virus receptor activity,1618,molecular_function,GO
166,single-stranded DNA binding,3697,molecular_function,GO
167,phosphatidylserine binding,1786,molecular_function,GO
168,calcium channel activity,5262,molecular_function,GO
169,phospholipase inhibitor activity,4859,molecular_function,GO
170,NF-kappaB binding,51059,molecular_function,GO
171,ligand-gated ion channel activity,15276,molecular_function,GO
172,phosphatidylethanolamine binding,8429,molecular_function,GO
173,oxidoreductase activity,16491,molecular_function,GO
174,beta-catenin binding,8013,molecular_function,GO
175,microtubule binding,8017,molecular_function,GO
176,low-density lipoprotein particle binding,30169,molecular_function,GO
177,unfolded protein binding,51082,molecular_function,GO
178,transition metal ion binding,46914,molecular_function,GO
179,phosphatidylcholine-sterol O-acyltransferase activator activity,60228,molecular_function,GO
180,lipase inhibitor activity,55102,molecular_function,GO
181,enzyme regulator activity,30234,molecular_function,GO
182,very-low-density lipoprotein particle receptor binding,70326,molecular_function,GO
183,heparan sulfate proteoglycan binding,43395,molecular_function,GO
184,metal chelating activity,46911,molecular_function,GO
185,lipoprotein particle binding,71813,molecular_function,GO
186,peptidase activator activity,16504,molecular_function,GO
187,PTB domain binding,51425,molecular_function,GO
188,signaling receptor activator activity,30546,molecular_function,GO
189,growth factor receptor binding,70851,molecular_function,GO
190,RNA polymerase II cis-regulatory region sequence-specific DNA binding,978,molecular_function,GO
191,death receptor binding,5123,molecular_function,GO
192,cytokine activity,5125,molecular_function,GO
193,tumor necrosis factor receptor binding,5164,molecular_function,GO
194,"DNA-binding transcription activator activity, RNA polymerase II-specific",1228,molecular_function,GO
195,RNA polymerase II-specific DNA-binding transcription factor binding,61629,molecular_function,GO
196,steroid binding,5496,molecular_function,GO
197,sequence-specific DNA binding,43565,molecular_function,GO
198,phosphoprotein binding,51219,molecular_function,GO
199,enzyme inhibitor activity,4857,molecular_function,GO
200,insulin-like growth factor receptor binding,5159,molecular_function,GO
201,cuprous ion binding,1903136,molecular_function,GO
202,phosphatidylinositol 3-kinase binding,43548,molecular_function,GO
203,"proton-transporting ATP synthase activity, rotational mechanism",46933,molecular_function,GO
204,angiostatin binding,43532,molecular_function,GO
205,MHC class I protein binding,42288,molecular_function,GO
206,mRNA 3'-UTR binding,3730,molecular_function,GO
207,lipopolysaccharide binding,1530,molecular_function,GO
208,channel activity,15267,molecular_function,GO
209,Hsp70 protein binding,30544,molecular_function,GO
210,BH3 domain binding,51434,molecular_function,GO
211,dynactin binding,34452,molecular_function,GO
212,choline binding,33265,molecular_function,GO
213,channel inhibitor activity,16248,molecular_function,GO
214,phosphatidylinositol phospholipase C activity,4435,molecular_function,GO
215,nerve growth factor receptor binding,5163,molecular_function,GO
216,extracellular matrix binding,50840,molecular_function,GO
217,glycosaminoglycan binding,5539,molecular_function,GO
218,p53 binding,2039,molecular_function,GO
219,cysteine-type endopeptidase activity,4197,molecular_function,GO
220,carboxypeptidase activity,4180,molecular_function,GO
221,protein serine/threonine kinase activator activity,43539,molecular_function,GO
222,co-receptor binding,39706,molecular_function,GO
223,chemoattractant activity,42056,molecular_function,GO
224,GTPase binding,51020,molecular_function,GO
225,lamin binding,5521,molecular_function,GO
226,calcium channel regulator activity,5246,molecular_function,GO
227,type 3 metabotropic glutamate receptor binding,31800,molecular_function,GO
228,adenylate cyclase activator activity,10856,molecular_function,GO
229,protein phosphatase activator activity,72542,molecular_function,GO
230,N-terminal myristoylation domain binding,31997,molecular_function,GO
231,cysteine-type endopeptidase activity involved in apoptotic signaling pathway,97199,molecular_function,GO
232,cysteine-type endopeptidase activity involved in apoptotic process,97153,molecular_function,GO
233,cysteine-type endopeptidase activity involved in execution phase of apoptosis,97200,molecular_function,GO
234,aspartic-type endopeptidase activity,4190,molecular_function,GO
235,phospholipase A2 activator activity,16005,molecular_function,GO
236,cyclin-dependent protein serine/threonine kinase inhibitor activity,4861,molecular_function,GO
237,NADP binding,50661,molecular_function,GO
238,modified amino acid binding,72341,molecular_function,GO
239,beta-2-microglobulin binding,30881,molecular_function,GO
240,lipoteichoic acid binding,70891,molecular_function,GO
241,sialic acid binding,33691,molecular_function,GO
242,low-density lipoprotein particle receptor activity,5041,molecular_function,GO
243,thrombospondin receptor activity,70053,molecular_function,GO
244,1-phosphatidylinositol binding,5545,molecular_function,GO
245,cargo receptor activity,38024,molecular_function,GO
246,transferrin receptor binding,1990459,molecular_function,GO
247,transcription corepressor binding,1222,molecular_function,GO
248,vascular endothelial growth factor receptor 2 binding,43184,molecular_function,GO
249,tau-protein kinase activity,50321,molecular_function,GO
250,neurotransmitter receptor activity,30594,molecular_function,GO
251,acetylcholine-gated cation-selective channel activity,22848,molecular_function,GO
252,ion channel activity,5216,molecular_function,GO
253,acetylcholine receptor activity,15464,molecular_function,GO
254,chloride channel regulator activity,17081,molecular_function,GO
255,cation transmembrane transporter activity,8324,molecular_function,GO
256,protein carrier activity,140597,molecular_function,GO
257,misfolded protein binding,51787,molecular_function,GO
258,lysophosphatidic acid binding,35727,molecular_function,GO
259,sulfatide binding,120146,molecular_function,GO
260,tripeptidyl-peptidase activity,8240,molecular_function,GO
261,clathrin heavy chain binding,32050,molecular_function,GO
262,complement component C4b receptor activity,1861,molecular_function,GO
263,complement component C3b binding,1851,molecular_function,GO
264,complement component C3b receptor activity,4877,molecular_function,GO
265,complement component C4b binding,1855,molecular_function,GO
266,retinoic acid binding,1972,molecular_function,GO
267,corticotropin-releasing hormone receptor 1 binding,51430,molecular_function,GO
268,corticotropin-releasing hormone receptor 2 binding,51431,molecular_function,GO
269,corticotropin-releasing hormone activity,17045,molecular_function,GO
270,double-stranded DNA binding,3690,molecular_function,GO
271,protein kinase A catalytic subunit binding,34236,molecular_function,GO
272,peptidase inhibitor activity,30414,molecular_function,GO
273,fibronectin binding,1968,molecular_function,GO
274,insulin-like growth factor binding,5520,molecular_function,GO
275,monooxygenase activity,4497,molecular_function,GO
276,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",16712,molecular_function,GO
277,steroid hydroxylase activity,8395,molecular_function,GO
278,"anandamide 11,12 epoxidase activity",62188,molecular_function,GO
279,"anandamide 14,15 epoxidase activity",62189,molecular_function,GO
280,"anandamide 8,9 epoxidase activity",62187,molecular_function,GO
281,testosterone 16-beta-hydroxylase activity,62184,molecular_function,GO
282,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",16709,molecular_function,GO
283,netrin receptor activity,5042,molecular_function,GO
284,metallodipeptidase activity,70573,molecular_function,GO
285,peptidyl-dipeptidase activity,8241,molecular_function,GO
286,exopeptidase activity,8238,molecular_function,GO
287,mitogen-activated protein kinase kinase binding,31434,molecular_function,GO
288,RNA polymerase II complex binding,993,molecular_function,GO
289,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",16628,molecular_function,GO
290,delta24(24-1) sterol reductase activity,246,molecular_function,GO
291,peptide antigen binding,42605,molecular_function,GO
292,delta24-sterol reductase activity,50614,molecular_function,GO
293,FMN binding,10181,molecular_function,GO
294,superoxide dismutase activity,4784,molecular_function,GO
295,receptor ligand activity,48018,molecular_function,GO
296,ribosome binding,43022,molecular_function,GO
297,translation initiation factor activity,3743,molecular_function,GO
298,transmembrane-ephrin receptor activity,5005,molecular_function,GO
299,phosphopyruvate hydratase activity,4634,molecular_function,GO
300,SNARE binding,149,molecular_function,GO
301,platelet-derived growth factor receptor binding,5161,molecular_function,GO
302,TFIIB-class transcription factor binding,1093,molecular_function,GO
303,estrogen response element binding,34056,molecular_function,GO
304,estrogen receptor activity,30284,molecular_function,GO
305,G-protein alpha-subunit binding,1965,molecular_function,GO
306,phosphatidylinositol binding,35091,molecular_function,GO
307,vascular endothelial growth factor receptor binding,5172,molecular_function,GO
308,"DNA binding, bending",8301,molecular_function,GO
309,mitochondrial transcription factor activity,34246,molecular_function,GO
310,iron chaperone activity,34986,molecular_function,GO
311,retinoid X receptor binding,46965,molecular_function,GO
312,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,4365,molecular_function,GO
313,phospholipase D activity,4630,molecular_function,GO
314,peroxidase activity,4601,molecular_function,GO
315,insulin receptor substrate binding,43560,molecular_function,GO
316,insulin receptor binding,5158,molecular_function,GO
317,minor groove of adenine-thymine-rich DNA binding,3680,molecular_function,GO
318,peptidoglycan binding,42834,molecular_function,GO
319,heme oxygenase (decyclizing) activity,4392,molecular_function,GO
320,ubiquitin-dependent protein binding,140036,molecular_function,GO
321,ATP-dependent protein binding,43008,molecular_function,GO
322,insulin binding,43559,molecular_function,GO
323,beta-endorphin binding,31626,molecular_function,GO
324,insulin-like growth factor I binding,31994,molecular_function,GO
325,insulin-like growth factor-activated receptor activity,5010,molecular_function,GO
326,insulin-activated receptor activity,5009,molecular_function,GO
327,protein transporter activity,140318,molecular_function,GO
328,retromer complex binding,1905394,molecular_function,GO
329,insulin-like growth factor II binding,31995,molecular_function,GO
330,interleukin-1 receptor binding,5149,molecular_function,GO
331,kinase activator activity,19209,molecular_function,GO
332,"inositol-1,4,5-trisphosphate 5-phosphatase activity",52658,molecular_function,GO
333,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity",52659,molecular_function,GO
334,inositol-polyphosphate 5-phosphatase activity,4445,molecular_function,GO
335,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",4439,molecular_function,GO
336,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",34485,molecular_function,GO
337,phosphatidylinositol bisphosphate binding,1902936,molecular_function,GO
338,microtubule lateral binding,99609,molecular_function,GO
339,leptin receptor binding,1990460,molecular_function,GO
340,lipoprotein particle receptor binding,70325,molecular_function,GO
341,monoamine oxidase activity,97621,molecular_function,GO
342,histone-dependent DNA binding,99077,molecular_function,GO
343,LBD domain binding,50693,molecular_function,GO
344,cadmium ion binding,46870,molecular_function,GO
345,methylenetetrahydrofolate reductase NADH activity,106312,molecular_function,GO
346,methylenetetrahydrofolate reductase NADPH activity,106313,molecular_function,GO
347,methylenetetrahydrofolate reductase (NAD(P)H) activity,4489,molecular_function,GO
348,arginine binding,34618,molecular_function,GO
349,nitric-oxide synthase activity,4517,molecular_function,GO
